hand_side,orientation,index_angle,middle_angle,ring_angle,thumb_index_distance,ball_thumb_distance,ball_index_distance,ball_middle_distance,ball_ring_distance,wrist_angle,wrist_rotation_angle,thumb_angle,index_curl,middle_curl,ring_curl,pinky_curl,index_middle_distance,middle_ring_distance,ring_pinky_distance,ball_index_mcp_distance,ball_middle_mcp_distance,ball_ring_mcp_distance,ball_coverage_ratio,label
RIGHT,BACK,90.83,85.13,86.08,0.2617,0.2946,0.2496,0.2289,0.4244,79.16,-78.96,171.6,90.83,85.13,86.08,82.96,0.4735,0.1974,0.1506,0.3761,0.5633,0.6971,0.2392,off_spin_grip
RIGHT,BACK,89.8,84.68,85.46,0.2569,0.3009,0.2501,0.2301,0.4254,79.31,-79.14,171.38,89.8,84.68,85.46,82.76,0.4775,0.1984,0.1493,0.3686,0.5556,0.6885,0.2401,off_spin_grip
RIGHT,BACK,90.69,91.43,90.76,0.2653,0.2741,0.2112,0.2647,0.4504,80.44,-80.18,174.0,90.69,91.43,90.76,87.29,0.4655,0.1881,0.1483,0.3977,0.5844,0.716,0.2379,off_spin_grip
RIGHT,BACK,87.82,90.29,88.32,0.2763,0.2897,0.2018,0.2783,0.4631,80.84,-80.43,174.78,87.82,90.29,88.32,83.9,0.4717,0.1876,0.15,0.3743,0.5633,0.6997,0.24,off_spin_grip
RIGHT,BACK,84.29,90.89,88.23,0.2732,0.2915,0.1869,0.2889,0.476,81.14,-80.73,175.7,84.29,90.89,88.23,82.58,0.4671,0.1897,0.1463,0.3673,0.5581,0.696,0.2379,off_spin_grip
RIGHT,BACK,82.31,91.45,88.98,0.2663,0.3103,0.1913,0.2747,0.4622,81.2,-80.78,175.5,82.31,91.45,88.98,83.6,0.4628,0.1913,0.1425,0.3429,0.5342,0.6719,0.233,off_spin_grip
RIGHT,BACK,71.62,74.74,78.79,0.2695,0.2322,0.2382,0.2801,0.4957,81.32,-79.69,162.27,71.62,74.74,78.79,71.9,0.4675,0.216,0.1638,0.3273,0.5373,0.6981,0.2592,off_spin_grip
RIGHT,BACK,67.46,68.85,75.45,0.2757,0.2493,0.2293,0.273,0.4911,81.18,-79.32,159.3,67.46,68.85,75.45,70.06,0.4727,0.2181,0.1638,0.2762,0.4954,0.6705,0.2512,off_spin_grip
RIGHT,BACK,113.52,111.41,112.04,0.2649,0.3267,0.3562,0.1375,0.0847,79.24,-80.6,174.12,113.52,111.41,112.04,114.36,0.2231,0.2176,0.1425,0.4103,0.5529,0.6264,0.2469,off_spin_grip
RIGHT,BACK,114.52,113.32,112.88,0.2665,0.3158,0.3485,0.1399,0.1028,79.0,-80.37,174.17,114.52,113.32,112.88,115.91,0.2133,0.2388,0.1462,0.4252,0.5686,0.6431,0.2442,off_spin_grip
RIGHT,BACK,114.96,113.48,111.79,0.2717,0.3236,0.3524,0.1396,0.1191,78.71,-80.05,174.6,114.96,113.48,111.79,114.95,0.2186,0.2539,0.1475,0.4225,0.5676,0.6446,0.246,off_spin_grip
RIGHT,BACK,115.69,117.64,119.4,0.2,0.2861,0.346,0.2158,0.0208,71.86,-73.27,177.55,115.69,117.64,119.4,128.09,0.1306,0.1954,0.1799,0.4355,0.5697,0.6469,0.2809,off_spin_grip
RIGHT,BACK,114.46,117.56,119.43,0.207,0.2731,0.3338,0.1994,0.0336,71.41,-72.75,178.54,114.46,117.56,119.43,127.12,0.1348,0.1986,0.1865,0.4591,0.6006,0.6833,0.2666,off_spin_grip
RIGHT,BACK,114.53,118.24,120.21,0.2083,0.2876,0.3417,0.21,0.0308,71.45,-72.69,178.54,114.53,118.24,120.21,127.5,0.1321,0.2008,0.196,0.445,0.5884,0.6745,0.2758,off_spin_grip
RIGHT,BACK,114.09,117.89,119.55,0.2196,0.2943,0.3278,0.1941,0.0236,71.33,-72.49,178.52,114.09,117.89,119.55,126.57,0.134,0.209,0.1953,0.4387,0.5919,0.6892,0.261,off_spin_grip
RIGHT,BACK,112.16,102.76,105.08,0.3104,0.4074,0.3746,0.1287,0.0475,70.02,-71.89,175.55,112.16,102.76,105.08,118.31,0.259,0.1565,0.0921,0.3529,0.5135,0.6052,0.2516,off_spin_grip
RIGHT,BACK,82.67,75.44,75.75,0.2475,0.2636,0.2666,0.1513,0.3633,71.98,-71.22,167.56,82.67,75.44,75.75,79.53,0.4073,0.2123,0.1557,0.3351,0.5583,0.7282,0.209,off_spin_grip
RIGHT,BACK,80.99,74.89,75.53,0.2393,0.2557,0.2672,0.152,0.3637,72.32,-71.49,164.87,80.99,74.89,75.53,78.24,0.4108,0.2125,0.1564,0.3173,0.5416,0.7142,0.2096,off_spin_grip
RIGHT,BACK,79.62,73.75,74.1,0.2359,0.2602,0.2712,0.1527,0.3757,72.44,-71.39,163.9,79.62,73.75,74.1,76.21,0.4147,0.2234,0.1589,0.3033,0.5304,0.7071,0.2119,off_spin_grip
RIGHT,BACK,150.22,149.91,45.69,0.4507,0.1403,0.3862,0.5448,0.9214,79.4,-94.39,168.56,150.22,149.91,45.69,28.42,0.8318,0.7426,0.2108,0.6531,0.7417,0.883,0.4655,off_spin_grip
RIGHT,BACK,148.49,149.18,46.66,0.434,0.1254,0.3646,0.5592,0.9289,78.86,-95.01,169.93,148.49,149.18,46.66,30.23,0.8158,0.7267,0.2124,0.6372,0.7338,0.882,0.4619,off_spin_grip
RIGHT,BACK,141.06,147.41,50.68,0.3859,0.1917,0.465,0.4368,0.7731,77.8,-96.28,173.23,141.06,147.41,50.68,34.31,0.7707,0.7021,0.2176,0.6273,0.6821,0.7849,0.4509,off_spin_grip
RIGHT,BACK,142.4,149.84,49.47,0.393,0.1788,0.4716,0.4309,0.7686,77.37,-96.75,171.76,142.4,149.84,49.47,33.37,0.7754,0.7056,0.2212,0.6454,0.6967,0.7961,0.4512,off_spin_grip
RIGHT,BACK,146.02,153.74,45.73,0.44,0.1531,0.4675,0.4829,0.8101,77.25,-96.61,171.39,146.02,153.74,45.73,30.52,0.8041,0.7336,0.2307,0.6475,0.7102,0.8261,0.4752,off_spin_grip
RIGHT,BACK,164.33,51.31,40.97,0.3929,0.3619,0.5838,0.4516,0.7907,84.04,-76.7,152.23,164.33,51.31,40.97,41.47,0.9687,0.446,0.3787,0.8502,1.0333,1.3168,0.5177,off_spin_grip
RIGHT,BACK,153.45,39.26,45.46,0.2897,0.4916,0.5108,0.2296,0.6116,80.9,-74.15,151.43,153.45,39.26,45.46,47.43,0.7398,0.3824,0.3702,0.8481,0.9606,1.2052,0.3702,off_spin_grip
RIGHT,BACK,133.91,45.19,62.41,0.2962,0.4152,0.4839,0.3082,0.5978,74.92,-70.06,149.08,133.91,45.19,62.41,71.1,0.7667,0.3115,0.3257,0.6608,0.8847,1.1734,0.3961,off_spin_grip
RIGHT,BACK,6.32,10.5,28.3,0.1746,0.2212,0.0524,0.5464,0.8327,76.29,-70.84,143.03,6.32,10.5,28.3,40.99,0.5966,0.288,0.2649,0.6347,0.8474,1.1311,0.2994,off_spin_grip
RIGHT,BACK,7.55,0.76,16.92,0.2015,0.2589,0.0575,0.4968,0.7785,77.58,-71.71,142.99,7.55,0.76,16.92,30.43,0.5474,0.2826,0.2641,0.533,0.6986,0.9733,0.2771,off_spin_grip
RIGHT,BACK,7.06,0.3,16.05,0.1916,0.2421,0.0631,0.5181,0.798,78.17,-72.16,145.55,7.06,0.3,16.05,30.53,0.5811,0.2819,0.2642,0.5366,0.7094,0.9862,0.2906,off_spin_grip
RIGHT,BACK,4.51,0.93,15.21,0.2082,0.2361,0.0323,0.5371,0.8179,78.95,-72.77,145.48,4.51,0.93,15.21,28.59,0.5548,0.2831,0.2841,0.5481,0.7252,1.004,0.2847,off_spin_grip
RIGHT,BACK,4.78,0.7,14.79,0.1986,0.3656,0.1842,0.423,0.7039,78.74,-72.68,144.1,4.78,0.7,14.79,26.97,0.5233,0.2823,0.2833,0.5682,0.6576,0.8988,0.3036,off_spin_grip
RIGHT,BACK,78.33,11.19,24.43,0.2286,0.3638,0.3422,0.315,0.6003,74.12,-68.78,144.35,78.33,11.19,24.43,39.0,0.657,0.2855,0.252,0.4577,0.5665,0.8112,0.3286,off_spin_grip
RIGHT,BACK,106.46,20.97,33.32,0.2812,0.4048,0.4405,0.2371,0.5241,71.99,-67.24,148.26,106.46,20.97,33.32,48.94,0.674,0.2874,0.2321,0.3821,0.5011,0.7503,0.3388,off_spin_grip
RIGHT,BACK,110.1,21.04,33.19,0.3066,0.3313,0.3652,0.3493,0.6302,71.05,-66.73,151.07,110.1,21.04,33.19,49.06,0.703,0.2815,0.2185,0.408,0.5836,0.8389,0.3572,off_spin_grip
RIGHT,BACK,109.67,19.11,32.15,0.3069,0.3465,0.4109,0.3258,0.5962,71.11,-66.99,151.45,109.67,19.11,32.15,48.38,0.7135,0.2735,0.2237,0.3418,0.5263,0.7845,0.3683,off_spin_grip
RIGHT,BACK,110.51,19.41,32.08,0.3021,0.3407,0.4121,0.3155,0.583,71.52,-67.56,151.48,110.51,19.41,32.08,49.12,0.7073,0.2699,0.2203,0.337,0.5166,0.7708,0.3638,off_spin_grip
RIGHT,BACK,113.62,20.75,33.76,0.3023,0.3434,0.4377,0.298,0.567,71.46,-67.69,152.11,113.62,20.75,33.76,51.38,0.7079,0.2748,0.2372,0.3141,0.4989,0.7552,0.3678,off_spin_grip
RIGHT,BACK,114.64,20.55,33.63,0.3043,0.306,0.3647,0.3505,0.6255,71.64,-67.88,152.78,114.64,20.55,33.63,50.73,0.7011,0.2776,0.2431,0.3844,0.562,0.8126,0.3576,off_spin_grip
RIGHT,BACK,115.61,21.44,35.0,0.3052,0.3192,0.3979,0.3256,0.6017,71.87,-68.14,153.16,115.61,21.44,35.0,52.34,0.7049,0.281,0.2449,0.3632,0.5403,0.7928,0.3618,off_spin_grip
RIGHT,BACK,115.33,18.57,32.43,0.3069,0.3494,0.4939,0.3028,0.5515,72.47,-68.57,153.07,115.33,18.57,32.43,50.83,0.7086,0.2771,0.2424,0.2469,0.4584,0.7244,0.3984,off_spin_grip
RIGHT,BACK,115.21,21.23,34.25,0.3025,0.3378,0.4592,0.2788,0.5408,73.6,-69.42,153.11,115.21,21.23,34.25,53.41,0.6847,0.2808,0.2446,0.2797,0.4633,0.7222,0.369,off_spin_grip
RIGHT,BACK,116.71,23.5,35.89,0.3225,0.3248,0.4477,0.2722,0.5409,74.22,-69.93,151.22,116.71,23.5,35.89,53.13,0.6702,0.2903,0.2502,0.3011,0.4758,0.7317,0.3599,off_spin_grip
RIGHT,BACK,116.71,15.16,29.34,0.3118,0.3149,0.4586,0.3093,0.5614,74.49,-69.98,148.96,116.71,15.16,29.34,47.51,0.7083,0.2741,0.2476,0.2773,0.4594,0.7218,0.384,off_spin_grip
RIGHT,BACK,121.74,92.16,93.45,0.3603,0.4362,0.4281,0.0462,0.1665,60.07,-61.6,168.58,121.74,92.16,93.45,104.89,0.3928,0.1751,0.1112,0.454,0.6541,0.7701,0.2372,off_spin_grip
RIGHT,BACK,122.2,95.25,95.04,0.3568,0.404,0.3866,0.0272,0.1948,59.76,-61.5,168.69,122.2,95.25,95.04,105.86,0.384,0.1818,0.108,0.5089,0.7032,0.8132,0.2069,off_spin_grip
RIGHT,BACK,121.29,101.96,100.51,0.3551,0.413,0.4043,0.09,0.1559,59.86,-61.47,168.86,121.29,101.96,100.51,106.66,0.3199,0.2013,0.1353,0.5012,0.6939,0.8035,0.2472,off_spin_grip
RIGHT,BACK,124.32,106.07,107.2,0.3637,0.4082,0.316,0.0541,0.2687,61.38,-62.52,170.86,124.32,106.07,107.2,113.57,0.3696,0.2201,0.1337,0.517,0.7119,0.8396,0.1851,off_spin_grip
RIGHT,BACK,126.19,114.51,117.93,0.3422,0.459,0.4217,0.1202,0.0777,61.95,-63.96,170.91,126.19,114.51,117.93,123.76,0.3021,0.1858,0.1298,0.4577,0.6445,0.7486,0.2709,off_spin_grip
RIGHT,BACK,126.78,120.74,127.42,0.3426,0.4165,0.4115,0.1894,0.1061,61.92,-64.44,171.1,126.78,120.74,127.42,132.89,0.2239,0.1465,0.133,0.488,0.6671,0.756,0.3005,off_spin_grip
RIGHT,BACK,126.97,120.57,127.28,0.3327,0.4029,0.404,0.1722,0.0895,62.27,-64.7,171.6,126.97,120.57,127.28,132.22,0.2329,0.1541,0.1399,0.4948,0.6708,0.7577,0.2881,off_spin_grip
RIGHT,BACK,127.0,120.2,125.21,0.325,0.4702,0.4389,0.2109,0.0458,62.47,-64.85,172.41,127.0,120.2,125.21,129.6,0.2327,0.171,0.1487,0.4174,0.588,0.6719,0.3249,off_spin_grip
RIGHT,BACK,126.63,118.37,121.76,0.2311,0.4106,0.3565,0.1968,0.0969,61.79,-64.34,174.02,126.63,118.37,121.76,130.2,0.1839,0.1414,0.1405,0.4468,0.5822,0.6434,0.2767,off_spin_grip
RIGHT,BACK,129.67,121.51,124.53,0.2383,0.3779,0.3812,0.1969,0.0618,60.52,-63.38,174.42,129.67,121.51,124.53,132.64,0.1936,0.1555,0.1525,0.5535,0.679,0.7277,0.289,off_spin_grip
RIGHT,BACK,130.88,122.16,125.65,0.2313,0.3599,0.3965,0.2109,0.0614,60.04,-63.03,174.77,130.88,122.16,125.65,135.32,0.192,0.1606,0.1662,0.5898,0.7083,0.7513,0.3037,off_spin_grip
RIGHT,BACK,129.83,120.14,122.16,0.2393,0.3144,0.388,0.1905,0.0339,61.83,-64.71,178.62,129.83,120.14,122.16,133.26,0.1981,0.1662,0.1512,0.6622,0.7548,0.7799,0.2892,off_spin_grip
RIGHT,BACK,126.73,118.3,119.68,0.2293,0.3314,0.3535,0.199,0.0676,62.8,-65.57,179.06,126.73,118.3,119.68,131.36,0.1655,0.1377,0.1379,0.6082,0.693,0.7138,0.2763,off_spin_grip
RIGHT,BACK,128.88,122.51,125.08,0.2355,0.3812,0.3569,0.1984,0.0803,63.14,-65.63,179.92,128.88,122.51,125.08,132.93,0.1815,0.1826,0.1684,0.5352,0.6485,0.6999,0.2776,off_spin_grip
RIGHT,BACK,131.93,123.78,126.76,0.2199,0.3688,0.358,0.1679,0.0468,62.76,-65.3,179.03,131.93,123.78,126.76,133.57,0.2002,0.1878,0.1677,0.5473,0.6715,0.7306,0.2629,off_spin_grip
RIGHT,BACK,133.68,125.04,128.65,0.1623,0.3701,0.402,0.2433,0.0693,62.87,-65.5,179.79,133.68,125.04,128.65,141.05,0.1592,0.174,0.1472,0.5277,0.6044,0.6319,0.3226,off_spin_grip
RIGHT,BACK,134.83,125.75,128.38,0.1701,0.353,0.3815,0.2306,0.0556,62.91,-65.51,179.93,134.83,125.75,128.38,141.22,0.1509,0.1759,0.1409,0.5426,0.6165,0.6434,0.3061,off_spin_grip
RIGHT,BACK,103.37,97.53,99.79,0.3038,0.302,0.2985,0.0901,0.2477,78.63,-79.5,177.51,103.37,97.53,99.79,99.67,0.3361,0.1798,0.1215,0.4136,0.5712,0.6664,0.1943,off_spin_grip
RIGHT,BACK,98.28,94.95,95.77,0.2906,0.3,0.2865,0.0761,0.248,78.87,-79.6,175.88,98.28,94.95,95.77,95.75,0.3213,0.1905,0.1179,0.384,0.5453,0.6445,0.1813,off_spin_grip
RIGHT,BACK,98.6,93.01,95.19,0.3124,0.2589,0.2682,0.1428,0.3171,78.73,-79.3,176.96,98.6,93.01,95.19,93.9,0.3241,0.2018,0.131,0.434,0.6014,0.7075,0.2055,off_spin_grip
RIGHT,BACK,88.37,85.18,88.95,0.3634,0.2415,0.2782,0.3277,0.4991,83.87,-83.02,174.28,88.37,85.18,88.95,81.32,0.5282,0.1723,0.1326,0.411,0.6004,0.7355,0.303,off_spin_grip
RIGHT,BACK,81.23,83.39,87.68,0.3607,0.3122,0.2958,0.2715,0.4417,85.42,-84.05,170.78,81.23,83.39,87.68,78.99,0.5325,0.1702,0.1285,0.311,0.499,0.6356,0.2836,off_spin_grip
RIGHT,BACK,78.18,82.86,87.18,0.3455,0.3308,0.2739,0.2601,0.4299,84.97,-83.66,170.08,78.18,82.86,87.18,79.03,0.5132,0.17,0.1306,0.2779,0.4676,0.6062,0.267,off_spin_grip
RIGHT,BACK,87.61,85.25,88.33,0.3514,0.2986,0.2908,0.2504,0.4143,83.62,-82.77,170.1,87.61,85.25,88.33,81.81,0.5074,0.1639,0.1294,0.3184,0.5066,0.6403,0.2706,off_spin_grip
RIGHT,BACK,77.76,87.23,93.24,0.3605,0.2575,0.2698,0.3479,0.5284,88.64,-86.93,173.57,77.76,87.23,93.24,86.63,0.5545,0.1805,0.1458,0.3674,0.5691,0.7142,0.3088,off_spin_grip
RIGHT,BACK,71.85,88.76,96.4,0.3705,0.3052,0.2779,0.3304,0.5084,89.99,-87.84,171.86,71.85,88.76,96.4,89.89,0.5742,0.1788,0.1465,0.2931,0.4968,0.6467,0.3041,off_spin_grip
RIGHT,BACK,71.29,87.56,95.96,0.3666,0.3159,0.2742,0.3127,0.4947,89.79,-87.65,171.52,71.29,87.56,95.96,89.42,0.5608,0.1827,0.1429,0.2768,0.479,0.6286,0.2934,off_spin_grip
RIGHT,BACK,89.26,96.81,96.37,0.2233,0.2978,0.1861,0.079,0.2781,76.8,-77.48,174.69,89.26,96.81,96.37,95.57,0.2617,0.1991,0.1521,0.3726,0.5369,0.6476,0.1325,off_spin_grip
RIGHT,BACK,78.62,92.33,91.48,0.2506,0.2919,0.1514,0.1708,0.3647,76.6,-76.8,174.95,78.62,92.33,91.48,85.35,0.3154,0.1944,0.1475,0.3599,0.5389,0.6668,0.1611,off_spin_grip
RIGHT,BACK,69.14,86.55,87.2,0.2503,0.2671,0.1143,0.1952,0.3884,76.72,-76.71,172.17,69.14,86.55,87.2,79.65,0.2931,0.1932,0.1456,0.3547,0.5387,0.6727,0.1547,off_spin_grip
RIGHT,BACK,71.19,78.75,78.51,0.2609,0.3024,0.19,0.1586,0.3872,74.13,-73.53,172.01,71.19,78.75,78.51,76.57,0.3099,0.2337,0.1662,0.3287,0.5371,0.6942,0.1743,off_spin_grip
RIGHT,BACK,64.99,73.02,72.21,0.2136,0.2435,0.1782,0.1586,0.3641,73.94,-73.62,164.82,64.99,73.02,72.21,73.53,0.2419,0.2343,0.1598,0.3497,0.5649,0.7209,0.1684,off_spin_grip
RIGHT,BACK,71.62,77.03,79.35,0.2943,0.254,0.1886,0.2546,0.4437,76.93,-76.74,175.55,71.62,77.03,79.35,75.34,0.3546,0.1937,0.1547,0.3891,0.5912,0.735,0.2216,off_spin_grip
RIGHT,BACK,71.9,82.92,85.61,0.3106,0.2883,0.1594,0.2779,0.4659,78.3,-78.03,176.88,71.9,82.92,85.61,79.0,0.3878,0.1883,0.1515,0.3622,0.5614,0.7066,0.2187,off_spin_grip
RIGHT,BACK,65.1,80.12,84.68,0.3541,0.2819,0.172,0.2995,0.4726,79.21,-78.87,177.14,65.1,80.12,84.68,77.42,0.3709,0.1752,0.1511,0.3697,0.565,0.7053,0.2357,off_spin_grip
RIGHT,BACK,65.06,83.25,85.93,0.345,0.2997,0.1674,0.2953,0.4678,79.75,-79.2,175.38,65.06,83.25,85.93,77.96,0.395,0.1728,0.1509,0.3381,0.5317,0.6728,0.2313,off_spin_grip
RIGHT,BACK,72.9,88.04,90.87,0.3298,0.2628,0.2301,0.3424,0.5167,82.49,-81.33,173.77,72.9,88.04,90.87,83.14,0.5062,0.1744,0.1501,0.3475,0.5466,0.6964,0.2863,off_spin_grip
RIGHT,BACK,72.05,92.13,95.03,0.3454,0.2828,0.2689,0.3368,0.5098,83.21,-81.83,172.96,72.05,92.13,95.03,85.8,0.5603,0.1735,0.1455,0.3067,0.508,0.6602,0.3028,off_spin_grip
RIGHT,BACK,70.15,91.1,93.79,0.3522,0.2903,0.2727,0.3295,0.5023,83.3,-81.82,172.25,70.15,91.1,93.79,84.49,0.5594,0.1736,0.1429,0.2928,0.4953,0.649,0.3011,off_spin_grip
RIGHT,BACK,74.24,88.7,92.19,0.3349,0.2533,0.2751,0.3075,0.4827,84.54,-83.23,172.89,74.24,88.7,92.19,83.22,0.5331,0.1754,0.1389,0.3372,0.534,0.6797,0.2913,off_spin_grip
RIGHT,BACK,72.78,84.78,88.45,0.3208,0.2685,0.2661,0.2681,0.4468,85.31,-84.07,170.75,72.78,84.78,88.45,78.71,0.5031,0.1787,0.1368,0.3116,0.5055,0.6498,0.2671,off_spin_grip
RIGHT,BACK,73.17,82.48,87.8,0.3334,0.299,0.2894,0.2499,0.4261,85.76,-84.32,170.76,73.17,82.48,87.8,77.58,0.514,0.1764,0.1325,0.2833,0.4751,0.6184,0.2696,off_spin_grip
RIGHT,BACK,72.67,89.41,93.43,0.3259,0.2775,0.2568,0.2598,0.426,86.91,-85.6,174.36,72.67,89.41,93.43,84.97,0.4889,0.167,0.1306,0.3138,0.5058,0.6448,0.2583,off_spin_grip
RIGHT,BACK,71.82,91.42,95.41,0.3274,0.2872,0.2441,0.2618,0.4229,87.63,-86.27,174.4,71.82,91.42,95.41,88.49,0.4868,0.1632,0.1282,0.2946,0.4855,0.6237,0.253,off_spin_grip
RIGHT,BACK,72.68,94.2,97.24,0.3304,0.2937,0.2499,0.2703,0.4296,87.75,-86.3,173.62,72.68,94.2,97.24,88.7,0.504,0.1619,0.1297,0.2845,0.4746,0.6131,0.2601,off_spin_grip
RIGHT,BACK,72.58,93.99,96.27,0.3308,0.2899,0.2514,0.2632,0.4265,87.67,-86.27,173.15,72.58,93.99,96.27,87.81,0.4971,0.1655,0.135,0.2876,0.4791,0.6186,0.2573,off_spin_grip
RIGHT,BACK,71.73,92.44,94.58,0.3287,0.2949,0.251,0.2607,0.4222,87.69,-86.32,172.3,71.73,92.44,94.58,86.57,0.4966,0.1647,0.135,0.281,0.473,0.6127,0.2558,off_spin_grip
RIGHT,BACK,70.6,90.27,93.17,0.3315,0.2873,0.2443,0.2627,0.428,87.95,-86.5,172.59,70.6,90.27,93.17,85.3,0.4869,0.1676,0.1291,0.2922,0.485,0.6251,0.2535,off_spin_grip
RIGHT,BACK,68.95,94.76,97.28,0.3537,0.2695,0.2301,0.307,0.4774,89.93,-88.53,173.9,68.95,94.76,97.28,90.64,0.4855,0.1723,0.1402,0.3441,0.5456,0.6859,0.2686,off_spin_grip
RIGHT,BACK,66.84,96.07,98.4,0.3568,0.2944,0.2273,0.2912,0.4597,89.61,-88.91,173.23,66.84,96.07,98.4,91.91,0.4834,0.1725,0.141,0.3118,0.5147,0.6558,0.2592,off_spin_grip
RIGHT,BACK,67.39,95.39,97.93,0.3581,0.3061,0.2299,0.2813,0.4542,89.55,-88.9,173.6,67.39,95.39,97.93,92.43,0.4825,0.1768,0.1423,0.2966,0.5012,0.6441,0.2556,off_spin_grip
RIGHT,BACK,66.41,94.6,98.2,0.3544,0.306,0.2254,0.2738,0.4493,89.54,-88.95,173.42,66.41,94.6,98.2,93.69,0.4716,0.1788,0.1416,0.2921,0.4965,0.6393,0.2496,off_spin_grip
RIGHT,BACK,66.37,95.17,98.03,0.3571,0.3087,0.2302,0.2716,0.4447,89.3,-89.22,173.86,66.37,95.17,98.03,93.39,0.474,0.1767,0.141,0.2886,0.493,0.6352,0.2509,off_spin_grip
RIGHT,BACK,67.65,96.77,99.54,0.3573,0.3003,0.2365,0.2787,0.4494,89.47,-89.16,173.69,67.65,96.77,99.54,93.82,0.483,0.174,0.1375,0.2944,0.4997,0.6403,0.2576,off_spin_grip
RIGHT,BACK,67.16,96.45,99.19,0.3568,0.3031,0.2328,0.2835,0.4525,89.36,-89.22,173.42,67.16,96.45,99.19,93.27,0.4873,0.1734,0.1371,0.2906,0.4967,0.6389,0.2581,off_spin_grip
RIGHT,BACK,67.31,96.88,99.08,0.3552,0.3017,0.2308,0.2916,0.4591,89.38,-89.12,172.77,67.31,96.88,99.08,93.3,0.4918,0.1716,0.1397,0.2938,0.4991,0.6417,0.2612,off_spin_grip
RIGHT,BACK,66.64,97.45,99.09,0.3527,0.2944,0.2171,0.3057,0.4692,89.29,-89.2,172.21,66.64,97.45,99.09,93.01,0.4925,0.1689,0.1401,0.2988,0.5043,0.6483,0.2614,off_spin_grip
RIGHT,BACK,64.84,98.41,99.37,0.3582,0.2896,0.2159,0.3139,0.4778,89.14,-89.28,171.48,64.84,98.41,99.37,93.31,0.4923,0.1692,0.1399,0.3027,0.5092,0.6538,0.2649,off_spin_grip
RIGHT,BACK,59.62,98.03,99.65,0.3598,0.3083,0.2046,0.3027,0.4676,89.11,-89.36,172.16,59.62,98.03,99.65,93.85,0.4763,0.171,0.1405,0.2846,0.4925,0.6372,0.2537,off_spin_grip
RIGHT,BACK,111.59,117.5,123.64,0.2509,0.3052,0.2909,0.1859,0.0882,89.14,-92.88,179.08,111.59,117.5,123.64,125.96,0.1059,0.1256,0.1117,0.3877,0.5012,0.5413,0.2384,off_spin_grip
RIGHT,BACK,111.55,117.25,122.98,0.2532,0.3049,0.289,0.1831,0.085,89.05,-92.98,179.29,111.55,117.25,122.98,125.34,0.1066,0.1257,0.1113,0.3876,0.5014,0.5418,0.236,off_spin_grip
RIGHT,BACK,110.87,116.45,121.34,0.2684,0.3089,0.3009,0.1968,0.0963,88.94,-93.05,179.51,110.87,116.45,121.34,123.24,0.1076,0.1362,0.1148,0.3837,0.4991,0.5414,0.2488,off_spin_grip
RIGHT,BACK,110.33,115.18,121.01,0.2743,0.2752,0.2878,0.1802,0.1013,88.45,-93.55,179.61,110.33,115.18,121.01,123.87,0.1139,0.131,0.106,0.412,0.528,0.5706,0.234,off_spin_grip
RIGHT,BACK,113.93,101.79,103.16,0.2654,0.2778,0.4077,0.3321,0.2618,89.91,-92.42,175.97,113.93,101.79,103.16,123.03,0.087,0.0712,0.0803,0.4026,0.4001,0.3486,0.3699,off_spin_grip
RIGHT,BACK,95.89,104.26,109.72,0.1804,0.2835,0.1034,0.0651,0.2147,84.58,-85.67,174.5,95.89,104.26,109.72,113.93,0.1255,0.1678,0.1295,0.3697,0.4962,0.5756,0.0843,off_spin_grip
RIGHT,BACK,95.22,105.15,108.88,0.1787,0.2797,0.1044,0.0541,0.234,83.86,-84.74,171.86,95.22,105.15,108.88,111.4,0.1407,0.1869,0.1401,0.3634,0.4971,0.588,0.0792,off_spin_grip
RIGHT,BACK,94.35,106.15,109.83,0.1837,0.2789,0.0983,0.0494,0.2375,83.55,-84.35,171.06,94.35,106.15,109.83,111.42,0.1365,0.1914,0.1469,0.3604,0.4997,0.5969,0.0738,off_spin_grip
RIGHT,BACK,92.59,105.35,108.5,0.1897,0.2812,0.0928,0.0525,0.2449,83.34,-84.09,170.23,92.59,105.35,108.5,108.66,0.1347,0.1946,0.15,0.3543,0.4965,0.5961,0.0727,off_spin_grip
RIGHT,BACK,93.15,105.21,108.57,0.1858,0.2875,0.1021,0.0493,0.2355,83.37,-84.14,171.5,93.15,105.21,108.57,109.13,0.1337,0.1914,0.1477,0.3515,0.4904,0.5862,0.0757,off_spin_grip
RIGHT,BACK,91.34,104.57,109.03,0.1926,0.2834,0.0908,0.0595,0.2398,83.35,-84.15,171.84,91.34,104.57,109.03,108.4,0.1302,0.1855,0.1459,0.3572,0.4947,0.5867,0.0752,off_spin_grip
RIGHT,BACK,93.31,105.05,109.35,0.187,0.28,0.0952,0.046,0.2381,83.37,-84.16,172.28,93.31,105.05,109.35,109.39,0.1353,0.1931,0.1507,0.3623,0.5022,0.5955,0.0706,off_spin_grip
RIGHT,BACK,54.58,68.92,68.99,0.3188,0.3551,0.1111,0.1443,0.3686,71.77,-70.75,170.88,54.58,68.92,68.99,69.86,0.2251,0.2322,0.1416,0.292,0.5163,0.6895,0.1277,off_spin_grip
RIGHT,BACK,54.58,67.97,67.78,0.3199,0.3378,0.1235,0.1674,0.3772,71.46,-70.6,171.21,54.58,67.97,67.78,70.77,0.22,0.2288,0.1365,0.3218,0.5461,0.7152,0.1454,off_spin_grip
